Index1,Index2,Active Index,Active,From Centre,From Centre Principal Name,From Product,From Product Principal Name,From Scenario,To Centre,To Centre Principal Name,To Product,To Product Principal Name,To Scenario,Weight,ErrorValidation,ErrorValidationCount
I-0030,L-0003,1.00,1.00,,,,,,MI187208 - SME National Head Office,MI187208,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0030,L-0004,1.00,1.00,,,,,,MI187208 - SME National Head Office,MI187208,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0031,L-0000,0.00,1.00,MI187209 - RM - Centres to be Closed,MI187209,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0031,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0031,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0031,L-0003,1.00,1.00,,,,,,MI187209 - RM - Centres to be Closed,MI187209,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0031,L-0004,1.00,1.00,,,,,,MI187209 - RM - Centres to be Closed,MI187209,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0032,L-0000,0.00,1.00,MI187218 -SME NSWACT WBC,MI187218,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187218 -SME NSWACT WBC"" ValidCode - No Desc",1.00
I-0032,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0032,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0032,L-0003,1.00,1.00,,,,,,MI187218 -SME NSWACT WBC,MI187218,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187218 -SME NSWACT WBC"" ValidCode - No Desc",1.00
I-0032,L-0004,1.00,1.00,,,,,,MI187218 -SME NSWACT WBC,MI187218,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187218 -SME NSWACT WBC"" ValidCode - No Desc",1.00
I-0033,L-0000,0.00,1.00,MI187219 -SME VICTAS,MI187219,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187219 -SME VICTAS"" ValidCode - No Desc",1.00
I-0033,L-0001,1.00,1.00,,,,,,075685 - WEF RM VIC,075685,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0033,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0033,L-0003,1.00,1.00,,,,,,MI187219 -SME VICTAS,MI187219,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187219 -SME VICTAS"" ValidCode - No Desc",1.00
I-0033,L-0004,1.00,1.00,,,,,,MI187219 -SME VICTAS,MI187219,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187219 -SME VICTAS"" ValidCode - No Desc",1.00
I-0034,L-0000,0.00,1.00,MI187224 -SME QLD,MI187224,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187224 -SME QLD"" ValidCode - No Desc",1.00
I-0034,L-0001,1.00,1.00,,,,,,075660 - WEF RM QLD,075660,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0034,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0034,L-0003,1.00,1.00,,,,,,MI187224 -SME QLD,MI187224,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187224 -SME QLD"" ValidCode - No Desc",1.00
I-0034,L-0004,1.00,1.00,,,,,,MI187224 -SME QLD,MI187224,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187224 -SME QLD"" ValidCode - No Desc",1.00
I-0035,L-0000,0.00,1.00,MI187225 -SME WA,MI187225,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187225 -SME WA"" ValidCode - No Desc",1.00
I-0035,L-0001,1.00,1.00,,,,,,075690 - WEF RM WA,075690,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0035,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0035,L-0003,1.00,1.00,,,,,,MI187225 -SME WA,MI187225,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187225 -SME WA"" ValidCode - No Desc",1.00
I-0035,L-0004,1.00,1.00,,,,,,MI187225 -SME WA,MI187225,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187225 -SME WA"" ValidCode - No Desc",1.00
I-0036,L-0000,0.00,1.00,MICBG001 -SME NSWACT STG,MICBG001,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MICBG001 -SME NSWACT STG"" ValidCode - No Desc",1.00
I-0036,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0036,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0036,L-0003,1.00,1.00,,,,,,MICBG001 -SME NSWACT STG,MICBG001,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MICBG001 -SME NSWACT STG"" ValidCode - No Desc",1.00
I-0036,L-0004,1.00,1.00,,,,,,MICBG001 -SME NSWACT STG,MICBG001,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MICBG001 -SME NSWACT STG"" ValidCode - No Desc",1.00
I-0037,L-0000,0.00,1.00,MIPSOMGR -SME SANT,MIPSOMGR,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MIPSOMGR -SME SANT"" ValidCode - No Desc",1.00
I-0037,L-0001,1.00,1.00,,,,,,075688 - WEF RM SANTAS,075688,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0037,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0037,L-0003,1.00,1.00,,,,,,MIPSOMGR -SME SANT,MIPSOMGR,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MIPSOMGR -SME SANT"" ValidCode - No Desc",1.00
I-0037,L-0004,1.00,1.00,,,,,,MIPSOMGR -SME SANT,MIPSOMGR,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MIPSOMGR -SME SANT"" ValidCode - No Desc",1.00
I-0038,L-0000,0.00,1.00,MI187880 - Micro SME WBC (Parent),MI187880,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0038,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0038,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0038,L-0003,1.00,1.00,,,,,,MI187880 - Micro SME WBC (Parent),MI187880,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0038,L-0004,1.00,1.00,,,,,,MI187880 - Micro SME WBC (Parent),MI187880,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0039,L-0000,0.00,1.00,841086 - 841086 - SME Micro Expense Centre,841086,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0039,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0039,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0039,L-0003,1.00,1.00,,,,,,841086 - 841086 - SME Micro Expense Centre,841086,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0039,L-0004,1.00,1.00,,,,,,841086 - 841086 - SME Micro Expense Centre,841086,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0040,L-0000,0.00,1.00,842009 - BOM SME Micro,842009,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0040,L-0001,1.00,1.00,,,,,,075685 - WEF RM VIC,075685,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0040,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0040,L-0003,1.00,1.00,,,,,,842009 - BOM SME Micro,842009,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0040,L-0004,1.00,1.00,,,,,,842009 - BOM SME Micro,842009,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0041,L-0000,0.00,1.00,842010 - BSA SME Micro,842010,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0041,L-0001,1.00,1.00,,,,,,075688 - WEF RM SANTAS,075688,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0041,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0041,L-0003,1.00,1.00,,,,,,842010 - BSA SME Micro,842010,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0041,L-0004,1.00,1.00,,,,,,842010 - BSA SME Micro,842010,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0042,L-0000,0.00,1.00,842205 - QLD SME Micro adj,842205,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0042,L-0001,1.00,1.00,,,,,,075660 - WEF RM QLD,075660,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0042,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0042,L-0003,1.00,1.00,,,,,,842205 - QLD SME Micro adj,842205,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0042,L-0004,1.00,1.00,,,,,,842205 - QLD SME Micro adj,842205,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0043,L-0000,0.00,1.00,842209 - WA SME Micro adj,842209,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0043,L-0001,1.00,1.00,,,,,,075690 - WEF RM WA,075690,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0043,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0043,L-0003,1.00,1.00,,,,,,842209 - WA SME Micro adj,842209,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0043,L-0004,1.00,1.00,,,,,,842209 - WA SME Micro adj,842209,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0044,L-0000,0.00,1.00,843132 - Micro SME SBG_ALM Adj Ctr,843132,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0044,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0044,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0044,L-0003,1.00,1.00,,,,,,843132 - Micro SME SBG_ALM Adj Ctr,843132,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0044,L-0004,1.00,1.00,,,,,,843132 - Micro SME SBG_ALM Adj Ctr,843132,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0045,L-0000,0.00,1.00,843880 - SME ACT Micro,843880,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0045,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0045,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0045,L-0003,1.00,1.00,,,,,,843880 - SME ACT Micro,843880,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0045,L-0004,1.00,1.00,,,,,,843880 - SME ACT Micro,843880,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0046,L-0000,0.00,1.00,848702 - SME NSW Micro,848702,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0046,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0046,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0046,L-0003,1.00,1.00,,,,,,848702 - SME NSW Micro,848702,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0046,L-0004,1.00,1.00,,,,,,848702 - SME NSW Micro,848702,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0047,L-0000,0.00,1.00,MIRB3093 -SME Transactional,MIRB3093,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MIRB3093 -SME Transactional"" ValidCode - No Desc",1.00
I-0047,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0047,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0047,L-0003,1.00,1.00,,,,,,MIRB3093 -SME Transactional,MIRB3093,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MIRB3093 -SME Transactional"" ValidCode - No Desc",1.00
I-0047,L-0004,1.00,1.00,,,,,,MIRB3093 -SME Transactional,MIRB3093,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MIRB3093 -SME Transactional"" ValidCode - No Desc",1.00
I-0048,L-0000,0.00,1.00,MIRB3139 -SME Specialist,MIRB3139,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MIRB3139 -SME Specialist"" ValidCode - No Desc",1.00
I-0048,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0048,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0048,L-0003,1.00,1.00,,,,,,MIRB3139 -SME Specialist,MIRB3139,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MIRB3139 -SME Specialist"" ValidCode - No Desc",1.00
I-0048,L-0004,1.00,1.00,,,,,,MIRB3139 -SME Specialist,MIRB3139,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MIRB3139 -SME Specialist"" ValidCode - No Desc",1.00
I-0049,L-0000,0.00,1.00,MICB2075 - WBC AGRI Northern NSW,MICB2075,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0049,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0049,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0049,L-0003,1.00,1.00,,,,,,MICB2075 - WBC AGRI Northern NSW,MICB2075,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0049,L-0004,1.00,1.00,,,,,,MICB2075 - WBC AGRI Northern NSW,MICB2075,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0050,L-0000,0.00,1.00,MICB2636 - WBC AGRI Southern NSW,MICB2636,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0050,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0050,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0050,L-0003,1.00,1.00,,,,,,MICB2636 - WBC AGRI Southern NSW,MICB2636,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0050,L-0004,1.00,1.00,,,,,,MICB2636 - WBC AGRI Southern NSW,MICB2636,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0051,L-0000,0.00,1.00,MICB2865 - WBC AGRI SA/NT,MICB2865,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0051,L-0001,1.00,1.00,,,,,,090130 - WEF EF 1st Party SANTAS,090130,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0051,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0051,L-0003,1.00,1.00,,,,,,MICB2865 - WBC AGRI SA/NT,MICB2865,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0051,L-0004,1.00,1.00,,,,,,MICB2865 - WBC AGRI SA/NT,MICB2865,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0052,L-0000,0.00,1.00,MICB2927 - WBC AGRI Queensland,MICB2927,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0052,L-0001,1.00,1.00,,,,,,090051 - WEF EF 1st Party QLD,090051,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0052,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0052,L-0003,1.00,1.00,,,,,,MICB2927 - WBC AGRI Queensland,MICB2927,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0052,L-0004,1.00,1.00,,,,,,MICB2927 - WBC AGRI Queensland,MICB2927,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0053,L-0000,0.00,1.00,MICB2933 - WBC AGRI Northern VIC,MICB2933,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0053,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0053,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0053,L-0003,1.00,1.00,,,,,,MICB2933 - WBC AGRI Northern VIC,MICB2933,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0053,L-0004,1.00,1.00,,,,,,MICB2933 - WBC AGRI Northern VIC,MICB2933,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0054,L-0000,0.00,1.00,MICB2940 - WBC AGRI WA,MICB2940,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0054,L-0001,1.00,1.00,,,,,,090132 - WEF EF 1st Party WA,090132,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0054,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0054,L-0003,1.00,1.00,,,,,,MICB2940 - WBC AGRI WA,MICB2940,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0054,L-0004,1.00,1.00,,,,,,MICB2940 - WBC AGRI WA,MICB2940,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0055,L-0000,0.00,1.00,MIRB0815 - WBC AGRI VIC / TAS,MIRB0815,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0055,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0055,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0055,L-0003,1.00,1.00,,,,,,MIRB0815 - WBC AGRI VIC / TAS,MIRB0815,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0055,L-0004,1.00,1.00,,,,,,MIRB0815 - WBC AGRI VIC / TAS,MIRB0815,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0056,L-0000,0.00,1.00,MIRB9040 - WBC AGRI HO,MIRB9040,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0056,L-0001,1.00,1.00,,,,,,090145 - WEF EF 1st Party HO,090145,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0056,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0056,L-0003,1.00,1.00,,,,,,MIRB9040 - WBC AGRI HO,MIRB9040,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0056,L-0004,1.00,1.00,,,,,,MIRB9040 - WBC AGRI HO,MIRB9040,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0057,L-0000,0.00,1.00,MISG0292 - SBG AGRI HO,MISG0292,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0057,L-0001,1.00,1.00,,,,,,092518 - STG EF 1st Party HO,092518,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0057,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0057,L-0003,1.00,1.00,,,,,,MISG0292 - SBG AGRI HO,MISG0292,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0057,L-0004,1.00,1.00,,,,,,MISG0292 - SBG AGRI HO,MISG0292,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0058,L-0000,0.00,1.00,MISG0663 - BSA AGRI,MISG0663,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0058,L-0001,1.00,1.00,,,,,,092345 - STG EF 1st Party SANTAS,092345,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0058,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0058,L-0003,1.00,1.00,,,,,,MISG0663 - BSA AGRI,MISG0663,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0058,L-0004,1.00,1.00,,,,,,MISG0663 - BSA AGRI,MISG0663,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0059,L-0000,0.00,1.00,MI731095 - Industry Specialisation,MI731095,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0059,L-0001,1.00,1.00,,,,,,090170 - WEF EF 1st Party ALM adj ctr,090170,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0059,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0059,L-0003,1.00,1.00,,,,,,MI731095 - Industry Specialisation,MI731095,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0059,L-0004,1.00,1.00,,,,,,MI731095 - Industry Specialisation,MI731095,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
